"Sampling Time
",城市,PFOA Concentration,地区生产总值万元,第一产业增加值万元,第二产业增加值万元,第三产业增加值万元,第一产业增加值占GDP比重,第二产业增加值占GDP比重,第三产业增加值占GDP比重,人均地区生产总值元,户籍人口万人,城镇户籍人口万人,非农业人口数万人,年平均人口万人,年末总户数万户,出生人口人,死亡人口人,自然增长率,常住人口万人,城镇非私营单位从业人员数万人,城镇私营和个体从业人员数人,年末城镇登记失业人员数人,第一产业从业人员数万人,第二产业从业人员数万人,第三产业从业人员数万人,第一产业从业人员比重,第二产业从业人员比重,第三产业从业人员比重,农林牧渔业从业人员数万人,采掘业从业人员数万人,制造业从业人员数万人,电力煤气及水生产供应业从业人员数万人,建筑业从业人员数万人,交通仓储邮电业从业人员数万人,信息传输计算机服务和软件业从业人员数万人,批发零售贸易业从业人员数万人,住宿餐饮业从业人员数万人,金融业从业人员数万人,房地产业从业人员数万人,租赁和商业服务业从业人员数万人,科研技术服务和地质勘查业从业人员数万人,水利环境和公共设施管理业从业人员数万人,居民服务和其他服务业从业人员数万人,教育业从业人员数万人,卫生社会保险和社会福利业从业人员数万人,文化体育和娱乐业从业人员数万人,公共管理和社会组织从业人员数万人,地质勘察水利管理业从业人数万人,交通仓储邮电通信业从业人员数万人,批发零售贸易餐饮业从业人员数万人,社会服务业从业人员数万人,卫生体育社会福利业从业人员数万人,教育文艺广播影视业从业人员数万人,科研综合技术服务业从业人员数万人,机关和社会团体从业人员数万人,城镇非私营单位在岗职工平均人数万人,城镇非私营单位在岗职工工资总额万元,城镇非私营单位在岗职工平均工资元,行政区域土地面积平方公里,年末耕地总资源千公顷,人均占有耕地面积亩,人口密度人平方公里,水资源总量万立方米,地区生产总值增长率,粮食产量万吨,油料产量万吨,棉花产量万吨,蔬菜产量吨,水果产量吨,肉类产量吨,奶类产量吨,水产品产量吨,禽蛋产量吨,规模以上工业企业数个,内资企业数个,港澳台商投资企业数个,外商投资企业数个,规模以上工业总产值当年价万元,内资企业工业总产值万元,港澳台商投资企业工业总产值万元,外商投资企业工业总产值万元,从业人员年平均人数万人,规模以上工业企业产品销售收入万元,规模以上工业企业利税总额万元,本年应交增值税万元,规模以上工业企业利润总额万元,流动资产年平均余额万元,固定资产净值年平均余额万元,规模以上工业企业流动资产合计万元,规模以上工业企业固定资产合计万元,规模以上工业企业主营业务税金及附加万元,固定资产投资总额万元,房地产开发投资完成额万元,住宅开发投资完成额万元,社会消费品零售总额万元,限额以上批发零售业商品销售总额万元,限额以上批发零售业法人企业数个,当年新签项目合同个数个,当年合同外资金额万美元,当年实际使用外资金额万美元,货物进口额万元,货物出口额万元,地方财政一般预算内收入万元,工商税收万元,地方财政一般预算内支出万元,科学支出万元,教育支出万元,年末金融机构各项贷款余额万元,年末金融机构存款余额万元,城乡居民储蓄年末余额万元,普通高等学校学校数所,普通中学学校数所,小学学校数所,中等职业教育学校数所,普通高等学校专任教师数人,普通中学专任教师数人,小学专任教师数人,中等职业教育学校专任教师数人,普通高等学校在校学生数人,普通中学在校学生数万人,小学在校学生数万人,高中阶段在校学生数人,中等职业教育学校在校学生数人,成人高等学校在校学生数人,每万人在校大学生数人,每万人在校中等职业学生数人,RD人员人,RD内部经费支出万元,专利申请数件,专利授权数件,发明专利授权数件,公共图书馆个,剧场影剧院数个,公共图书馆图书总藏量千册件,每百人公共图书馆藏书册件,博物馆数个,体育场馆数个,卫生机构数个,医院卫生院数个,医院卫生院床位数张,执业助理医师数人,客运总量万人,铁路旅客运量万人,公路客运量万人,水运客运量万人,民用航空客运量人,货运总量万吨,铁路货物运量万吨,公路货运量万吨,水运货运量万吨,民用航空货邮运量吨,年末邮政局所数处,邮政业务收入万元,电信业务收入万元,本地电话年末用户数万户,移动电话年末用户数万户,国际互联网用户数户,全年用电量万千瓦时,工业用电万千瓦时,城镇居民生活用电量万千瓦时,境内公路总里程公里,高速公路里程公里,工业废水排放量万吨,工业废水排放达标量万吨,工业二氧化硫去除量吨,工业二氧化硫排放量吨,工业烟尘去除量吨,工业烟尘排放量吨,工业二氧化硫产生量吨,工业烟粉尘去除量吨,工业烟粉尘排放量吨,工业氮氧化物排放量吨,工业颗粒物排放量吨,生活污水处理率,生活垃圾无害化处理率,工业固体废物综合利用率,一般工业固体废物综合利用率,污水处理厂集中处理率,细颗粒物PM25年平均浓度微克立方米,保险业承保额万元,城镇职工基本养老保险参保人数人,职工基本医疗保险参保人数人,失业保险参保人数人,提供住宿的社会工作机构数个,养老机构数个,提供住宿的社会工作机构床位数张,养老机构床位数张
2016.06 and 2016.12,拉萨市,0.044,4249500,151282,1627983,2470234,3.5599999,38.310001,58.130001,64804,54,22,27.010006,53,19,11247,4008,12.5,87,48,191115,4603,9.2700005,5.6500001,32.82,19,12,69,9,0,2,1,3,2,1,8,4,1,0,3,1,0,2,1,1,1,4,,,,,,,,,12,1298911,111009,29518,,,18,1451400,10,18.27,0.98000002,,261700,13.132422,31800,66400,620,600,72,68,2,2,1090100,988400,48700,53000,1,1003697,,30800,132800,909174,174875,1384800,4022800,10200,5822745,445423,366276,2296683,1475378,63,14,,22464,278800,128400,707891,,2481050,8833,345324,20115145,25661007,4088700,6,22,71,3,2126,3589,3907,514,37205,4,5,25053,7195,11084,334,158,,,,,,1,4,395,28,6,,295,80,3702,2362,329.81263,165,323,,3710000,1652,3.0583334,793,,31307,44,8696,322556,22,96,267142.86,231096,111742,53234,,,198,,,519,,,603,784739,131,1244,2740,,96.571429,127,36,64.2,20,,40516,56278,15000,28,10,6213,1461
2017.05,日照市,2.13,20088800,1566935,9580828,8875737,7.8549998,47.795,44.35,69062,304,132,68.520027,302,110,75625,38397,12.2,299,32,152306,12525,0.05,15.61,15.89,0,49,50,0,0,11,0,4,3,0,2,0,1,1,1,0,1,0,3,2,0,3,0,1,2,0,1,3,0,2,29,1860968,63418,5359,157,1,560,115290,7.7000003,89.5,25.35,0.036,1045100,66349.387,277600,23700,550293,93000,735,661,18,56,23792598,16247615,242954,7302029,4,63645883,69712.612,543692,1637138,17120802,13672934,19865158,9938647,113926,17877481,1831823,1433970,7202940,12373476,166,20,221923,62610,3325665,4049483,1413298,32455,2322639,41375,484538,22108978,22851260,12520767,3,95,293,14,1439,12340,11682,1766,23559,15,19,87179,29338,1189.8026,126,74,10428,336569,2764,1549,213,9,21,1060,39,3,31,2820,53,9637,6200,174.60669,190,2452,56,740000,467.69954,3209,8581,882,1027,76,46700,250199,18,292,750000,1961422,1584647,86425,10068,222,7070,18034,222198,18355,665701,399.45612,137530,4329014,28099,36672,17198,151,100,100,72,97,48,71434050,712792,406069,277214,25,19,808,288
2017.04,通化市,0.7,8884457,775848.5,3865945,4242663.5,8.7199998,43.215,48.065001,38267,217,112,104.64003,219,86,16218,33678,-8,140,19,282141,8472,0.34999999,7.0500002,11.74,2,37,61,0,1,4,1,2,1,0,1,0,1,0,0,0,1,0,2,1,0,3,0,1,2,1,1,3,0,2,18,930942,52054,15612,532,1,142,401000,6.8810616,241.05003,0.11000001,,451500,27261.771,108500,3600,17280,33000,551,534,3,14,25611903,24844178,429888,337837,0,20329040,97651.637,418008,927945,7640033,7959782,5671482,4040023,144018,11674339,598873,467600,5601352,2559568,207,2.5,32886,51216,270106,145675,618818,125101,2545814,59836,348455,7835556,12016160,8719306,1,131,211,26,881,9971,6346,1123,12985,8,9,1794,7507,8914,59,34,2650,39211,496,260,47,8,1,1130,56,10,9,2055,66,10019,6007,2551.8921,341,2326,29,50000,665,63,2407,,317,114,46041,132000,45,204,390000,496407,316511,60409,7602,520,916,8584,43205,12749,3477444,155.19964,26589,1064119,17344,11709,33291,140.25,88,50,79,94,35,1516301,573954,1155162,181259,162,160,10796,10556
2017.04,白山市,0.7,6791671,558955.5,3388349.5,2844366,8.2249999,49.77,42.005001,54750,120,88,97.749969,120,57,8808,20595,-9.8000002,100,17,182232,12431,1.91,5.8000002,8.9499998,11,35,54,2,2,2,1,1,0,0,0,0,1,0,1,0,0,0,2,1,0,2,0,1,1,0,1,2,0,2,15,740061,50230,17505,103,1,69,713000,5.6500001,35.52,0.57999995,,213000,786.39723,34000,900,9025,14100,360,345,6,9,14654154,13795932,334785,523437,10,12616339,3898.8668,188982,199201,2757366,4444128,2361835,3312114,110587,6939795,117252,87719,3103756,671444,57,1,116999,14938.5,17766,106278,269507,47.322437,1863368,7760,215789,4309041,8332678,5134967,1,106,143,16,248,6856,3784,570,1391,4,4,43009,4105,4865,16,16,447,6263,258,128,40,6,0,920,85,10,7,1006,36,7337,3568,1973.8039,193,1626,3,310000,292.17843,177,1164,3.8125,2084,62,31955,80000,32,118,240000,320885,196634,49779,7293,261,343,7452,50740,4947,5773752,14983.736,3413,1028093,8677,4916,2307,60.5,84,3.0986418,64,84,33,4535741,211658,281355,115517,,95,,7359
2014.07 and 2015.01,杭州市,157,92061633,2743437,38454144,50864052,2.98,41.77,55.25,103813,715.79999,474,442.82007,711.20001,214,153845,113889,6.9000001,1087,293,2179346,40307,0.11,159.78999,133.53999,0,54,46,0,0,71,2,87,12,11,18,7,10,10,10,9,3,1,17,10,2,14,0,5,6,8,5,11,2,6,268,19003346,70823,16596,196,0,431,3455606,8.1599998,62.540001,9.3800011,0.074,2896000,753700,296700,39900,274000,130900,6169,5035,503,631,1.285e+08,89637166,14368148,24525204,188,1.449e+08,1036103.5,3989767,9046043,80422429,38630645,79385120,31660955,2329796,49527010,23010823,13370216,42014577,1.651e+08,3887,408,698570,633460,17832094,36745245,10273169,578347,9611771,524082,1826924,2.036e+08,2.395e+08,66945512,38,313,421,63,28265,28049,30139,6339,474700,32.439999,50.27,222597,112119,111411,663,157,131697,1964195.5,7648,2771,8687,15,78,18642,260,44,17,5261,307,51402,31977,24070,4689,17431,616,13340000,29335,312,23202,5797,240000,281,1176704,1700825,311,1562,2790000,5612478,3908009,423856,16505,801,35370,82085,137928,80349,462874,12628,152375,4784180,70346,49696,8269,109,100,90,91,94,42,33127.059,5594785,8402113,3318301,286,286,45226,44634
2019.12 to 2020.11(each quarter),苏州市,24.81,2.017e+08,1956490,93851010,1.059e+08,0.97000003,46.529999,52.490002,158466,742.5,606,820.35004,729,245,55345,41070,1.8,1275,297,5551045,41453,0.09,177.73,115.10999,0,61,39,0,0,171,3,5,9,6,14,4,7,10,9,5,2,1,19,11,1,13,0,3,6,4,3,8,1,5,284,32285953,113744,8657,165.94009,1,800,581200,3.4000001,79.199997,0,0.00878599,3228000,490400,521.45741,113300,118600,59300,11900,7955,1119,2826,3.257e+08,1.092e+08,62525570,1.540e+08,615,4.902e+08,69336.02,2602666,22323600,1.969e+08,1.050e+08,2.378e+08,29570950,1454797,43806648,28150256,23069441,77019841,2.344e+08,5011,975,5007907,470592,93799480,1.294e+08,23030004,8172.0317,22635089,2162786,3850201,3.420e+08,3.517e+08,1.176e+08,26,325,432,25,13903,35971,48185,5505,263246,41,86,72679.24,61008,22090,341,6.1133385,,,190106,138861,9909,4,1.9536979,25950,432,47,176,3112,234,63611,37185,54705,12013,20474,663,,19805,54.033224,25320,644,,240,2647707.5,2277941,206,1840,6760000,15881873,12087088,742612,11742,614,33442,127979,631080.23,25977,7170235,28452,277370,2008244.7,18992,46702,18992,81,100,29,96,93,31,59112542,5978357,7830306,5369637,180,157,59420,54997
2013.08,佛山市,0.758,70101725,1388014,43406988,25306723,1.98,61.919998,36.099998,87194,381.60001,365,380.64005,379.60001,101,180646,44554,6.5999999,928.66667,174,1245218,21580,0.02,131.84,42.360001,0,76,24,0,0,124,2,7,4,1,6,2,3,3,2,1,1,1,9,5,0,5,0,2,3,13,2,5,0,4,171,8588605,50355,3798,38,0,1005,782700,6.0100002,9.8199997,0.52999997,,1414000,50000,247600,5000,595375,7500,6163,4782,878,503,1.712e+08,1.158e+08,31011447,24414569,226,1.667e+08,157278.93,4217841,12852946,44637062,23621662,51502989,31432314,838369,23836462,7453703,5049951,22641007,36404093,1650,205,802202,252089,9319221,25260187,4382128,742274,4883953,163697,1025636,71113052,1.139e+08,56025780,3,191,408,48,1774,21643,21523,4750,47297,31.559999,46.369999,210468,96722,19440,552,253,88072,732396,12188,,4273,6,47,3611,95,2,10,1194,111,26696,14350,49349,187,49060,86,160000,27650,444,23358,3848,3324,263,130695,1396510,296,1339,2330000,6057370,5477169,389954,5198,537,14822,31257,227048,79441,1879587,44006,221862,1967613,49831,47982,8121,109,98,91,93,94,60,22849127,3053984,2583450,2088290,21,31,,
2013.08,江门市,4.7185,20001764,1588140,10130893,8282730,7.9400001,50.650002,41.41,50895,393,204,221.31999,392.39999,115,83738,63630,3.8,475.33333,60,631487,24827,0.05,37.540001,21.93,0,63,37,0,0,32,1,5,2,0,2,1,2,1,0,0,0,0,4,3,0,4,0,1,0,1,2,4,0,3,57,2440678,42849,9505,134,1,413,1983700,6.3699999,92.669998,2.9000001,,1268700,251100,293000,1400,727549,32000,2007,1197,606,204,31078568,15023969,11523853,4530746,83,28111830,92232.376,846997,1560754,6934045,5248611,14813015,8894139,159627,10008418,2417874,1738153,9036984,8992172,589,167,509470,92304,6543890,10581621,1580325,274784,2126085,52778,504425,15631518,32073298,20298800,3,184,315,27,1473,18540,14573,3000,34345,23.43,29.57,84532,67371,22208,215,171,,,10838,,97,7,2,2210,56,6,15,775,111,16795,7891,20363,261,19906,196,,9999,,6487,3512,,121,76669,523995,137,591,830000,2085222,1461013,170328,9340,593,11750,10990,153575,57857,1253861,8642,176441,1419523,12510,22472,8475,131,100,78,91,87,61,37573709,1812026,3311539.6,712397,,234,7447,25911
2013.08,肇庆市,0.556090909,16600720,2624574,7910243,6065903,15.81,47.650002,36.540001,38606,429.79999,162,119.92998,428.70001,119,113132,230835,9.1000004,409.66667,41,284407,12781,0.07,21.950001,18.639999,0,54,46,0,0,19,1,2,1,0,1,1,1,1,0,0,1,0,5,2,0,4,0,0.39826317,0.25887635,0,2,4,0,3,39,1742051,44657,14891,157,1,289,3082600,13.52,112.27,7.1500001,,2240000,1306500,435700,9300,380690,25500,1086,783,211,92,34102909,21312780,7535002,5255127,42,22772735,64833.897,986860,2181718,5540075,3877855,6657522,7794776,204479,10077778,1714816,1285673,4931175,5349192,197,129,291961,124109,,,1207736,174155,2004040,33989,485174,10513955,15944311,9819171,5,171,223,20,2582,20030,16700,2617,66648,28.57,32.77,155453,67243,10238,362,156,,,,,,9,13,1792,42,,69,880,167,12396,5827,7771,97,7672,2,,4531,60,3345,1126,,128,38168,373173,66,392,2450000,1567420,1143794,65418,15105,655,10153,8142,1141.9771,29647,418182,60861,49378,1836659,31909,79180,40425,164,73,132,46,80,53,11198470,720716,598588,410538,527,522,21932,21576
2013.08,中山市,0.9168,26389329,667650,14638161,11083518,2.53,55.470001,42,67973,154.10001,105,82.059998,153.10001,39,68309,10319,7.0999999,436,91,997342,8973,0.00166667,71.730003,19.110001,0,79,21,0,0,68,1,3,2,1,3,2,1,2,1,1,0,0,3,2,0,2,0,1,0,1,1,2,0,1,90,4356112,48450,1784,106,0,864,290350,8.1099997,7.27,0.04,,510000,167300,37700,4,354246,6800,2973,1908,698,367,56737453,23502152,15082795,18152506,151,47619267,224098.29,1804189,2744789,13349380,5992245,22081808,7678491,174423,9629280,3991156,2915844,8905506,14372413,846,173,422768,64637,9493888,11659142,2253068,187611,2366583,105594,661004,21113966,37865572,19326712,5,100,208,11,2940,10387,12114,1465,38641,15.26,25.75,46733,25175,24695,303,163,48399,1459970,14676,764,,1,20,1337,87,2,95,502,47,12225,6060,34418,515,33727,176,,16719,,13848,2871,,136,157168,716088,115,626,1000000,2251039,1553041,68326,4370,142,8914,6980,1998.0405,22490,526647,5117.5,32510,109375,17401,9894,7942,87,100,124,63,91,33,5882944,1900454,1634600,1494161,25,22,4128,3079
2013.08,珠海市,0.6552,16623757,430555,8489753,7701787,2.5899999,51.07,46.330002,152512,108.6,74,118.43001,107.6,29,35570,42882,9.1999998,235.66667,75,275663,10972,0.69999999,49.029999,24.83,1,66,33,1,0,40,1,9,2,2,3,2,2,3,2,1,1,0,3,1,0,3,0,1,1,2,1,1,0,2,69,3860320,56240,1658,57,0,655,325028,10.55,4.1399999,0.07,,143000,69000,46000,8000,274635,9100,1054,471,368,215,34608578,14157653,7625372,12825553,64,35548438,63076.383,1043900,2498882,30324979,7853899,26494764,8315289,215361,9608944,2825782,2096561,7205234,27005074,860,272,336593,168730,18832243,,1941981,295542,2520300,121303,510801,19722214,38921300,13406248,10,65,114,6,5857,6351,6068,902,127115,9.3900003,13.16,31430,21717,7481,289,200,,,,,,3,14,1160,106,2,,518,51,6990,5068,29743,963,28071,571,1380000,8568,110,7049,1408,10000,69,29408,374300,82,351,660000,1093796,687366,93959,1473,189,5538,6694,23134.391,22653,874383,6913,89681,822876,9595,10581,5181,109,100,92,93,88,37,18650000,1053606,1078995,874204,36,31,4158,3885
2013.09,盘锦市,13.6,13510562,1145696,9112874,3251992,8.4799995,67.449997,24.07,104733,129,76,210.25,128.89999,47,15326,56307,2.3,114.66667,50,142753,17472,16.780001,20.799999,12.24,34,42,25,17,10,4,0,6,0,0,1,0,1,1,2,0,1,0,2,1,0,3,0,1,1,1,12,1,0,1,47,1778419,37758,4065,129,2,317,94160,8.5200005,110.05,0.02,0,1317500,52900,219600,23500,328000,101900,534,502,8,24,28260420,27078909,126859,1054652,12,24900535,15384.65,821920,1598186,10335700,8688909,7796074,10957905,824258,11376933,2257521,1389340,2867072,4881909,196,16,11589,150334,,170000,1487670,1273.5507,1952589,21346,191099,6655523,12246575,7699529,2,72,49,6,542,5695,5173,582,6264,7.27,6.7800002,30184,11166,1600,234,87,0,,785,,,5,3,578,45,,8,1120,1120,7784,3893,3388,165,3223,,,13083,519,12551,13,,77,24526,134683,34,161,220000,564597,425552,23591,3195,141,4231,4730,12930,58565,749420,5280,93741,684955,18110,20273,6102,69,100,98,92,100,56,702492.93,596253,499001,344187,,,,
2022.11,嘉兴市,36.9,67390000,1442146,37192541,28755313,2.1400001,55.189999,42.669998,121794,375,233,267.05998,374,119,29273,21135,2.0999997,552.33333,80,2060458,41300,0.01790497,33.990002,36.26,0,49,51,0,0,41,1,0.85028497,2,1,2,1,2,2,7,1,1,0,6,4,0,5,0,1,2,1,2,4,0,2,77,9564727,126696,4223,212,1,905,250000,2.49,96.059982,0.60384905,0.39500003,2725000,326500,85700,868.09415,161200,20000,6592,5582,374,636,97647332,67069765,13723369,16854198,144,71743549,512269.03,1864366,6996450,54546528,25830491,97732536,10643286,578975,44481805,10614009,8235451,23427304,59105557,2192,306,1690247,708224,11869158,32130776,5964742,302844,8277051,461927,1586842,1.410e+08,1.326e+08,60953459,6,171,151,21,4013,14739,17020,3390,81043,18,31,19754,37217,75776,44.66373,91,90057,2418269,13400,39085,3932,6,0.97684897,12530,347,35,69,1313,101,25405,20366,1900.3452,2677,276,579,,25529,2.2449745,16339,35057,,148,1178540,793322,26,726,2170000,6764299,5242991.3,323224,8246,428,18172,47313,24832.723,4510,1906559,5748,292890,931129,6294,13870,6897,109,100,14,99,98,26,1.545e+08,2931821,2720607,1638195,97,85,19123,18437
2023.06,延安市,1.983225,22800000,2400840,13910280,6488880,10.53,61.009998,28.459999,100695,233,,94.239986,226,91,4799.9643,5343,1.3225167,226,34,432710,12124,0,11.849999,39.889996,0,9,86,0,7,3,1,0,1,0,1,1,5,1,1,5,1,0,4,2,1,11,0,1,1,22,1,4,0,4,28,2870013,96320,37037,343,3,72,120000,1.84,33.80999,1.0385371,0.08,1896400,1052500,20584.702,2166.8182,3560,2069.6956,363,356,4,3,1677283.4,1601515.8,25905,20451,23,30354091,28123.872,812110,3745643,10871619,14134771,25822875,11127761,2156415,760580.11,2566542,2309770,4458626,4285478,593,3.3333333,60884,10107,167443,30942,1651259,5093,5079722,20489,647422,17856329,24114923,14679404,2,110,231,13,2350,13522,13760,757,26695,16,21,59236,14650,33924,56,0,2050,249392,973,1285,119,24,2,1460,1.1317667,29,44,4481,67,12919,6376,4068.8381,656,165,,1890000,3716,3284,4128,,3477,135,81500,256394,25,176,3410000,1477459,1067022,45160,21203,1095,1332,5256,198955,4205,784552,10536,178807,4162846,2754.5557,6027,7481,113,100,101,94,97,26,44395493,492784,391888,259585,54,40,6468,5930
2023.06,庆阳市,2.0985,11000000,1365100,5944400,3690500,12.41,54.040001,33.549999,51289,268,77,34.359985,270,78,19616,21246,1.0328738,213,16,153615,1664.452,0.29000002,4.0499997,19.119999,5,15,85,0,2,0,1,2,1,0,5,0,1,0,0,0,0,0,4,1,0,4,,,,,,,,,19,1751937,104722,27117,427,3,98,50000,8.5,190.44994,22.629996,,990600,1151322,83900,9900,2531,8000,133,132,1,1,12137591,11963495,30298.9,9347.1428,3,10902481,1288840,114794,1251373,3530868,1788956,2650732,10702120,1086148,19945222,1121987,532828,2063973,1389312,176,1,59738,4800,1758,13393,779310,,3477350,30766,602642,9274790,17534356,13097282,2,203,604,14,1502,14627,14002,1400,27528,16,20,24026.185,19859,481.23543,115,12,900,19567,1760,681,86,9,6,820,35,18,6,1864,46,11268,5587,1030.0145,,258.3919,,820000,167.27533,,1994,,167,268,62400,213200,20,247,980000,698433,424219,23956,16791,496,112,988,250,983,655,2847,3868,44573.06,402,1970,420,101.07877,100,96,95,100,27,,203200,184300,138500,37,33,2151,2095
2023.06,铜川市,1.996,5110000,370986,2437470,2301544,7.2600002,47.700001,45.040001,72435,78,40,43.259953,71,28,2754,493,2.8999996,70,11,58766,8661,0.07,5.059999,9.5500002,0,35,69,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,9,773004,90978,3882,66,1,240,40000,4.27,51.23,0.20134902,0.001,222000,54523.541,4140.601,100400,4993,49400,239,226,1,13,5219985,6393825,65460,102071.69,5,7785321,8134.701,13764.772,663769,3582665,2288099,4338033,2730522.1,93645,6152842,302955,500264,1738111,1916939,247,16,11562,11984,33259,119898,251382,20377,1434508,2776,169009,4147372,8589510,5572350,1,43,76,5,163,2150,3671,111,9663,3,4,16422,647,198.23679,92,0.72904489,509.87332,25023,16.8135,538,45,5,8,860,105,11,8,352,45,5962,2680,2480,217,115,,,9836,5765,8395,,,55,25489,75646,12,87,360000,421900,292242,27537,4514,279,698,108.19807,59696,3056,147145,49.577663,5297,6683251,3072,6255,5130,226,100,186,238,98,38,6720287,190721,211669,87153,22,20,2202,2137
2023.06,渭南市,1.4454,21040000,4378424,7328232,9333344,20.809999,34.830002,44.360001,45621,534,237,226.39999,466,157,51479,40183,2.1999998,460,36,133976,13217,0.63,17.449995,28.18,1,39,64,1,5,8,1,5,1,0,2,1,2,1,1,1,2,1,7,3,0,7,1,1,2,1,0,6,0,26,36,2798828,72505,13134,612,2,400,130000,3.28,298.06007,5.7600002,0.66567879,3541900,1608600,38567.849,918000,63503,241100,647,620,8,19,32864228,32544741,28976,290511,1,26915633,2414.6186,451606,261000,20412006,5204466,12559600,11722144,223165,40209300,8078203,7569165,7652977,9912768,502,3,41422,877,67662,185923,1069047,4035,5644109,26759,871189,20074083,39032942,26260488,3,228,609,23,3760,21208,20662,2251,56040,24,33,277562,33906,260,45,19,13277,204868,1792,1551,156,11,11,2580,26,23,30,6687,184,28404,12680,863.36045,924,2,9,,7201,1785,14627,60,,186,149900,386400,78,527,2720000,2065700,1158700,78813,20602,598,3971,1705.6408,2952953,2853,7694507,22609.917,291194,1816493,109592,5458,97704,210,100,723,100,97,49,257318,617434,484000,294958,125,112,14479,14393
2023.06,榆林市,1.1465,70910000,3148404,51182838,16585849,4.4400001,72.18,23.389999,196346,386,89,106.23001,319,141,4112,1588.0582,8.2999983,361,47,3048309,1285,0.11000001,25.410002,44.269999,0,36,64,0,12,11,2,3,2,0,2,1,1,0,5,1,2,0,10,7,0,9,0,1,1,0,1,5,0,26,40,5393409,119847,42921,1945,4,86,270000,4.4000001,767.69002,28.979997,0.07,1276200,6434400,103200,15384.223,8868,153100,970,962,2,6,90425688,89928972,325956,170760,25,65638500,125131.66,914195,20338410,28191700,33671000,47248131,45560757,8879850,21281363,2349126,2036669,7724307,45513177,666,0,846.06388,22432,91535,485792,6618844,1412,10963259,195456,1537755,30394011,78650202,35223735,44,38.117247,326,22,6563,20998,19748,2141,34749,10,35,893738,34599,94286,62,9.0592259,491,7821,4428,3580,303,12,0,2950,15,42,20,4201,158,21396,10652,4779.5574,1240,769,18.981007,4290000,191633,137213,28053,,17977,853,114400,413012,1,446,1650000,7331600,6411564,109059,35849,1157,4607.52,12198,367276,18851,102297.58,41876,461343,1775435.2,16278.014,37315,18330,844,100,13.08122,9,95,24,2495034,581447,564118,377701,98,82,11309,10345
2018.06 and 2018.09 and 2018.12,石家庄市,10.87,60826180,4203089,22852396,33764613,6.9099998,37.57,55.509998,55723,982,518,471.70996,977,286,120162,33091,8.8999996,1124.6667,96,940079,51303,0.17,27.52,68.279999,0,29,71,0,0,19,2,6,7,4,5,1,6,2,3,4,2,0,13,6,2,11,1,0,8,0,4,14,2,0,91,6870827,75114,15848,642,1,806,160795,7.4200001,487.34,12.492,0.116,6138972.9,230364.56,633133,1114900,18145,842741,2189,2118,27,44,1.011e+08,95487974,3352273,2293894,92,1.240e+08,9761.4832,1426055,2541849,17804113,21358178,30967519,16207483,1427861,56556827,10656385,7814540.5,32743989,49134316,511,46,109661,149993,3439612,5715706,5196778,327322,9916127,118720,1971155,1.010e+08,1.323e+08,64732492,49,414,1434,144,27652.5,39742,48346,8882,496882.5,54,89,84300,197412,96556,480,100,46967.5,1434713.5,19291,11450,1487,33,20,3840,10.860203,9,42,6595,256,48927,37438,2651.9663,1100,3609,,11330000,6904.6912,1400,52911,,46146,288,693936,873512,148,1376,3740000,4975000,2955000,303853,20373,854,6660,20122,1123190,28399,2552903,43239,542964,7233608,27420,50438,51659,191,100,101,84,100,76,81898524,2501069,1555128,955252,298,289,53456,52669
2013 and 2014,北京市,6.98,2.133e+08,1599812,45455999,1.663e+08,0.75,21.309999,77.949997,99995,1333.4,1096,1081.57,1324.9,525,273665,756014,7.1999998,2195,756,8285921,74272,3.23,159.94,592.67999,0,21,78,3,6,100,8,46,60,61,72,30,43,41,71,60,10,9,46,25,17,47,1,59,245,332,0,55,1.8138104,0.99363997,705,72933476,103400,16411,233,0,812,457600,7.3000002,78.399994,0.70000005,0.003,2539000,940000,404000,579000,64000,198000,3686,2834,209,643,1.845e+08,1.120e+08,18105818,54401935,140,1.629e+08,1162690.8,5615607,15157524,1.202e+08,70111920,1.404e+08,62778442,3051352,75114785,39113411,19620321,96379959,6.007e+08,8590,1318,2356009,904085,1.750e+08,37032024,40271609,2803963,45246690,2827117,7420541,4.245e+08,9.055e+08,2.397e+08,89,643,1040,123,67549,61043,49434,10756,594614,48.43,82.120003,344654,167100,237644,446,125,296935.5,5987475,110076,57304,43430,25,251,56010,420,,,19179,672,102851,89590,71715,12609,52354,,67520000,26697,1132,25416,,1490000,953,637602,6873707,831,4076,5530000,8404185,3197053,1094781,21928,1149,9174,6104,198124,40347,2270609,30022,135115,1605968,22710,16656,12638,93,100,66,88,86,79,4.012e+08,13926052,16042532,10571258,542.5,536,124116,103104
